Fecha y hora del ciclo Pomodoro:
Y-m-d Fuera del horario laboral. Ciclo Pomodoro pausado.
2025-07-15 Trabajando..., vas 0 minutos
2025-07-16 02:47:13 Esperando a reiniciar el trabajo..., te quedan 972 minutos de descanso
2025-07-16 02:48:13 Esperando a reiniciar el trabajo..., te quedan 971 minutos de descanso
2025-07-16 02:49:13 Esperando a reiniciar el trabajo..., te quedan 970 minutos de descanso
2025-07-16 02:50:13 Esperando a reiniciar el trabajo..., te quedan 969 minutos de descanso
2025-07-16 02:51:13 Esperando a reiniciar el trabajo..., te quedan 968 minutos de descanso
2025-07-16 02:52:13 Esperando a reiniciar el trabajo..., te quedan 967 minutos de descanso
2025-07-16 02:53:13 Esperando a reiniciar el trabajo..., te quedan 966 minutos de descanso
2025-07-16 02:54:13 Esperando a reiniciar el trabajo..., te quedan 965 minutos de descanso
2025-07-16 02:55:13 Esperando a reiniciar el trabajo..., te quedan 964 minutos de descanso
2025-07-16 02:56:13 Esperando a reiniciar el trabajo..., te quedan 963 minutos de descanso
2025-07-16 02:57:13 Esperando a reiniciar el trabajo..., te quedan 962 minutos de descanso
2025-07-16 02:58:13 Esperando a reiniciar el trabajo..., te quedan 961 minutos de descanso
2025-07-16 02:59:14 Esperando a reiniciar el trabajo..., te quedan 960 minutos de descanso
2025-07-16 03:00:14 Esperando a reiniciar el trabajo..., te quedan 959 minutos de descanso
2025-07-16 03:01:14 Esperando a reiniciar el trabajo..., te quedan 958 minutos de descanso
2025-07-16 03:02:14 Esperando a reiniciar el trabajo..., te quedan 957 minutos de descanso
2025-07-16 03:03:14 Esperando a reiniciar el trabajo..., te quedan 956 minutos de descanso
2025-07-16 03:04:14 Esperando a reiniciar el trabajo..., te quedan 955 minutos de descanso
2025-07-16 03:05:14 Esperando a reiniciar el trabajo..., te quedan 954 minutos de descanso
2025-07-16 03:06:14 Esperando a reiniciar el trabajo..., te quedan 953 minutos de descanso
2025-07-16 03:07:14 Esperando a reiniciar el trabajo..., te quedan 952 minutos de descanso
2025-07-16 03:08:14 Esperando a reiniciar el trabajo..., te quedan 951 minutos de descanso
2025-07-16 03:09:14 Esperando a reiniciar el trabajo..., te quedan 950 minutos de descanso
2025-07-16 03:10:14 Esperando a reiniciar el trabajo..., te quedan 949 minutos de descanso
2025-07-16 03:11:14 Esperando a reiniciar el trabajo..., te quedan 948 minutos de descanso
2025-07-16 03:12:14 Esperando a reiniciar el trabajo..., te quedan 947 minutos de descanso
2025-07-16 03:13:14 Esperando a reiniciar el trabajo..., te quedan 946 minutos de descanso
2025-07-16 03:14:14 Esperando a reiniciar el trabajo..., te quedan 945 minutos de descanso
2025-07-16 03:15:14 Esperando a reiniciar el trabajo..., te quedan 944 minutos de descanso
2025-07-16 08:58:02 Trabajando..., vas 0 minutos
2025-07-16 08:59:03 Trabajando..., vas 1 minutos
2025-07-16 09:00:03 Trabajando..., vas 2 minutos
2025-07-16 09:01:03 Trabajando..., vas 3 minutos
2025-07-16 09:02:03 Trabajando..., vas 4 minutos
2025-07-16 09:03:03 Trabajando..., vas 5 minutos
2025-07-16 09:04:03 Trabajando..., vas 6 minutos
2025-07-16 09:05:03 Trabajando..., vas 7 minutos
2025-07-16 09:06:03 Trabajando..., vas 8 minutos
2025-07-16 09:07:03 Trabajando..., vas 9 minutos
2025-07-16 09:08:03 Trabajando..., vas 10 minutos
2025-07-16 09:09:03 Trabajando..., vas 11 minutos
2025-07-16 09:10:03 Trabajando..., vas 12 minutos
2025-07-16 09:11:03 Trabajando..., vas 13 minutos
2025-07-16 09:12:03 Trabajando..., vas 14 minutos
2025-07-16 09:13:03 Trabajando..., vas 15 minutos
2025-07-16 09:14:03 Trabajando..., vas 16 minutos
2025-07-16 09:15:03 Trabajando..., vas 17 minutos
2025-07-16 09:16:03 Trabajando..., vas 18 minutos
2025-07-16 09:17:03 Trabajando..., vas 19 minutos
2025-07-16 09:18:03 Trabajando..., vas 20 minutos
2025-07-16 09:19:03 Trabajando..., vas 21 minutos
2025-07-16 09:20:04 Trabajando..., vas 22 minutos
2025-07-16 09:21:04 Trabajando..., vas 23 minutos
2025-07-16 09:22:04 Trabajando..., vas 24 minutos
2025-07-16 09:23:04 ¡Hora de descansar!, vas 0 minutos
2025-07-16 09:24:04 ¡Hora de descansar!, vas 1 minutos
2025-07-16 09:25:04 ¡Hora de descansar!, vas 2 minutos
2025-07-16 09:26:04 ¡Hora de descansar!, vas 3 minutos
2025-07-16 09:27:04 ¡Hora de descansar!, vas 4 minutos
2025-07-16 09:28:04 Trabajando..., vas 0 minutos
2025-07-16 09:29:04 Trabajando..., vas 1 minutos
2025-07-16 09:30:04 Trabajando..., vas 2 minutos
2025-07-16 09:31:04 Trabajando..., vas 3 minutos
2025-07-16 09:32:04 Trabajando..., vas 4 minutos
2025-07-16 09:33:04 Trabajando..., vas 5 minutos
2025-07-16 09:34:04 Trabajando..., vas 6 minutos
2025-07-16 09:35:04 Trabajando..., vas 7 minutos
2025-07-16 09:36:04 Trabajando..., vas 8 minutos
2025-07-16 09:37:05 Trabajando..., vas 9 minutos
2025-07-16 09:38:05 Trabajando..., vas 10 minutos
2025-07-16 09:39:05 Trabajando..., vas 11 minutos
2025-07-16 09:40:05 Trabajando..., vas 12 minutos
2025-07-16 09:41:05 Trabajando..., vas 13 minutos
2025-07-16 09:42:05 Trabajando..., vas 14 minutos
2025-07-16 09:43:05 Trabajando..., vas 15 minutos
2025-07-16 09:44:05 Trabajando..., vas 16 minutos
2025-07-16 09:45:05 Trabajando..., vas 17 minutos
2025-07-16 09:46:05 Trabajando..., vas 18 minutos
2025-07-16 09:47:05 Trabajando..., vas 19 minutos
2025-07-16 09:48:05 Trabajando..., vas 20 minutos
2025-07-16 09:49:05 Trabajando..., vas 21 minutos
2025-07-16 09:50:05 Trabajando..., vas 22 minutos
2025-07-16 09:51:05 Trabajando..., vas 23 minutos
2025-07-16 09:52:05 Trabajando..., vas 24 minutos
2025-07-16 09:53:05 ¡Hora de descansar!, vas 0 minutos
2025-07-16 09:54:05 ¡Hora de descansar!, vas 1 minutos
2025-07-16 09:55:05 ¡Hora de descansar!, vas 2 minutos
2025-07-16 09:56:05 ¡Hora de descansar!, vas 3 minutos
2025-07-16 09:57:05 ¡Hora de descansar!, vas 4 minutos
2025-07-16 09:58:05 Trabajando..., vas 0 minutos
2025-07-16 09:59:05 Trabajando..., vas 1 minutos
2025-07-16 10:00:06 Trabajando..., vas 2 minutos
2025-07-16 10:01:06 Trabajando..., vas 3 minutos
2025-07-16 10:02:06 Trabajando..., vas 4 minutos
2025-07-16 10:03:06 Trabajando..., vas 5 minutos
2025-07-16 10:04:06 Trabajando..., vas 6 minutos
2025-07-16 10:05:06 Trabajando..., vas 7 minutos
2025-07-16 10:06:06 Trabajando..., vas 8 minutos
2025-07-16 10:07:06 Trabajando..., vas 9 minutos
2025-07-16 10:08:06 Trabajando..., vas 10 minutos
2025-07-16 10:09:06 Trabajando..., vas 11 minutos
2025-07-16 10:10:06 Trabajando..., vas 12 minutos
2025-07-16 10:11:06 Trabajando..., vas 13 minutos
2025-07-16 10:12:06 Trabajando..., vas 14 minutos
2025-07-16 10:13:06 Trabajando..., vas 15 minutos
2025-07-16 10:14:06 Trabajando..., vas 16 minutos
2025-07-16 10:15:06 Trabajando..., vas 17 minutos
2025-07-16 10:16:06 Trabajando..., vas 18 minutos
2025-07-16 10:17:06 Trabajando..., vas 19 minutos
2025-07-16 10:18:06 Trabajando..., vas 20 minutos
2025-07-16 10:19:06 Trabajando..., vas 21 minutos
2025-07-16 10:20:06 Trabajando..., vas 22 minutos
2025-07-16 10:21:06 Trabajando..., vas 23 minutos
2025-07-16 10:22:06 Trabajando..., vas 24 minutos
2025-07-16 10:23:07 ¡Hora de descansar!, vas 0 minutos
2025-07-16 10:24:07 ¡Hora de descansar!, vas 1 minutos
2025-07-16 10:25:07 ¡Hora de descansar!, vas 2 minutos
2025-07-16 10:26:07 ¡Hora de descansar!, vas 3 minutos
2025-07-16 10:27:07 ¡Hora de descansar!, vas 4 minutos
2025-07-16 10:28:07 Trabajando..., vas 0 minutos
2025-07-16 10:29:07 Trabajando..., vas 1 minutos
2025-07-16 10:30:07 Trabajando..., vas 2 minutos
2025-07-16 10:31:07 Trabajando..., vas 3 minutos
2025-07-16 10:32:07 Trabajando..., vas 4 minutos
2025-07-16 10:33:07 Trabajando..., vas 5 minutos
2025-07-16 10:34:07 Trabajando..., vas 6 minutos
2025-07-16 10:35:07 Trabajando..., vas 7 minutos
2025-07-16 10:36:07 Trabajando..., vas 8 minutos
2025-07-16 10:37:07 Trabajando..., vas 9 minutos
2025-07-16 10:38:07 Trabajando..., vas 10 minutos
2025-07-16 10:39:07 Trabajando..., vas 11 minutos
2025-07-16 10:40:07 Trabajando..., vas 12 minutos
2025-07-16 10:41:08 Trabajando..., vas 13 minutos
2025-07-16 10:42:08 Trabajando..., vas 14 minutos
2025-07-16 10:43:08 Trabajando..., vas 15 minutos
2025-07-16 10:44:08 Trabajando..., vas 16 minutos
2025-07-16 10:45:08 Trabajando..., vas 17 minutos
2025-07-16 10:46:08 Trabajando..., vas 18 minutos
2025-07-16 10:47:08 Trabajando..., vas 19 minutos
2025-07-16 10:48:08 Trabajando..., vas 20 minutos
2025-07-16 10:49:08 Trabajando..., vas 21 minutos
2025-07-16 10:50:08 Trabajando..., vas 22 minutos
2025-07-16 10:51:08 Trabajando..., vas 23 minutos
2025-07-16 10:52:08 Trabajando..., vas 24 minutos
2025-07-16 10:53:08 ¡Hora de descansar!, vas 0 minutos
2025-07-16 10:54:08 ¡Hora de descansar!, vas 1 minutos
2025-07-16 10:55:08 ¡Hora de descansar!, vas 2 minutos
2025-07-16 10:56:08 ¡Hora de descansar!, vas 3 minutos
2025-07-16 10:57:08 ¡Hora de descansar!, vas 4 minutos
2025-07-16 10:58:09 Trabajando..., vas 0 minutos
2025-07-16 10:59:09 Trabajando..., vas 1 minutos
2025-07-16 11:00:09 Trabajando..., vas 2 minutos
2025-07-16 11:01:09 Trabajando..., vas 3 minutos
2025-07-16 11:02:09 Trabajando..., vas 4 minutos
2025-07-16 11:03:09 Trabajando..., vas 5 minutos
2025-07-16 11:04:09 Trabajando..., vas 6 minutos
2025-07-16 11:05:09 Trabajando..., vas 7 minutos
2025-07-16 11:06:09 Trabajando..., vas 8 minutos
2025-07-16 11:07:09 Trabajando..., vas 9 minutos
2025-07-16 11:08:09 Trabajando..., vas 10 minutos
2025-07-16 11:09:09 Trabajando..., vas 11 minutos
2025-07-16 11:10:09 Trabajando..., vas 12 minutos
2025-07-16 11:11:09 Trabajando..., vas 13 minutos
2025-07-16 11:12:09 Trabajando..., vas 14 minutos
2025-07-16 11:13:09 Trabajando..., vas 15 minutos
2025-07-16 11:14:09 Trabajando..., vas 16 minutos
2025-07-16 11:15:09 Trabajando..., vas 17 minutos
2025-07-16 11:16:09 Trabajando..., vas 18 minutos
2025-07-16 11:17:09 Trabajando..., vas 19 minutos
2025-07-16 11:18:10 Trabajando..., vas 20 minutos
2025-07-16 11:19:10 Trabajando..., vas 21 minutos
2025-07-16 11:20:10 Trabajando..., vas 22 minutos
2025-07-16 11:21:10 Trabajando..., vas 23 minutos
2025-07-16 11:22:10 Trabajando..., vas 24 minutos
2025-07-16 11:23:10 ¡Hora de descansar!, vas 0 minutos
2025-07-16 11:24:10 ¡Hora de descansar!, vas 1 minutos
2025-07-16 11:25:10 ¡Hora de descansar!, vas 2 minutos
2025-07-16 11:26:10 ¡Hora de descansar!, vas 3 minutos
2025-07-16 11:27:10 ¡Hora de descansar!, vas 4 minutos
2025-07-16 11:28:10 Trabajando..., vas 0 minutos
2025-07-16 11:29:10 Trabajando..., vas 1 minutos
2025-07-16 11:30:10 Trabajando..., vas 2 minutos
2025-07-16 11:31:10 Trabajando..., vas 3 minutos
2025-07-16 11:32:10 Trabajando..., vas 4 minutos
2025-07-16 11:33:10 Trabajando..., vas 5 minutos
2025-07-16 11:34:10 Trabajando..., vas 6 minutos
2025-07-16 11:35:10 Trabajando..., vas 7 minutos
2025-07-16 11:36:10 Trabajando..., vas 8 minutos
2025-07-16 11:37:10 Trabajando..., vas 9 minutos
2025-07-16 11:38:10 Trabajando..., vas 10 minutos
2025-07-16 11:39:10 Trabajando..., vas 11 minutos
2025-07-16 11:40:10 Trabajando..., vas 12 minutos
2025-07-16 11:41:10 Trabajando..., vas 13 minutos
2025-07-16 11:42:10 Trabajando..., vas 14 minutos
2025-07-16 11:43:10 Trabajando..., vas 15 minutos
2025-07-16 11:44:10 Trabajando..., vas 16 minutos
2025-07-16 11:45:10 Trabajando..., vas 17 minutos
2025-07-16 11:46:10 Trabajando..., vas 18 minutos
2025-07-16 11:47:10 Trabajando..., vas 19 minutos
2025-07-16 11:48:11 Trabajando..., vas 20 minutos
2025-07-16 12:42:10 Trabajando..., vas 0 minutos
2025-07-16 12:43:10 Trabajando..., vas 1 minutos
2025-07-16 12:44:10 Trabajando..., vas 2 minutos
2025-07-16 12:45:10 Trabajando..., vas 3 minutos
2025-07-16 12:46:10 Trabajando..., vas 4 minutos
2025-07-16 12:47:10 Trabajando..., vas 5 minutos
2025-07-16 12:48:10 Trabajando..., vas 6 minutos
2025-07-16 12:49:10 Trabajando..., vas 7 minutos
2025-07-16 12:50:10 Trabajando..., vas 8 minutos
2025-07-16 12:51:10 Trabajando..., vas 9 minutos
2025-07-16 12:52:10 Trabajando..., vas 10 minutos
2025-07-16 12:53:10 Trabajando..., vas 11 minutos
2025-07-16 12:54:10 Trabajando..., vas 12 minutos
2025-07-16 12:55:10 Trabajando..., vas 13 minutos
2025-07-16 12:56:10 Trabajando..., vas 14 minutos
2025-07-16 12:57:10 Trabajando..., vas 15 minutos
2025-07-16 12:58:10 Trabajando..., vas 16 minutos
2025-07-16 12:59:10 Trabajando..., vas 17 minutos
2025-07-16 13:00:10 ¡Hora de almorzar!
2025-07-16 13:30:10 Trabajando..., vas 18 minutos
2025-07-16 13:31:10 Trabajando..., vas 19 minutos
2025-07-16 13:32:10 Trabajando..., vas 20 minutos
2025-07-16 13:33:10 Trabajando..., vas 21 minutos
2025-07-16 13:34:10 Trabajando..., vas 22 minutos
2025-07-16 13:35:10 Trabajando..., vas 23 minutos
2025-07-16 13:36:10 Trabajando..., vas 24 minutos
2025-07-16 13:37:11 ¡Hora de descansar!, vas 0 minutos
2025-07-16 13:38:11 ¡Hora de descansar!, vas 1 minutos
2025-07-16 13:39:11 ¡Hora de descansar!, vas 2 minutos
2025-07-16 13:40:11 ¡Hora de descansar!, vas 3 minutos
2025-07-16 13:41:11 ¡Hora de descansar!, vas 4 minutos
2025-07-16 13:42:11 Trabajando..., vas 0 minutos
2025-07-16 13:43:11 Trabajando..., vas 1 minutos
2025-07-16 13:44:11 Trabajando..., vas 2 minutos
2025-07-16 13:45:11 Trabajando..., vas 3 minutos
2025-07-16 13:46:11 Trabajando..., vas 4 minutos
2025-07-16 13:47:11 Trabajando..., vas 5 minutos
2025-07-16 13:48:11 Trabajando..., vas 6 minutos
2025-07-16 13:49:11 Trabajando..., vas 7 minutos
2025-07-16 13:50:11 Trabajando..., vas 8 minutos
2025-07-16 13:51:11 Trabajando..., vas 9 minutos
2025-07-16 13:52:11 Trabajando..., vas 10 minutos
2025-07-16 13:53:11 Trabajando..., vas 11 minutos
2025-07-16 13:54:11 Trabajando..., vas 12 minutos
2025-07-16 13:55:11 Trabajando..., vas 13 minutos
2025-07-16 13:56:11 Trabajando..., vas 14 minutos
2025-07-16 13:57:11 Trabajando..., vas 15 minutos
2025-07-16 13:58:11 Trabajando..., vas 16 minutos
2025-07-16 13:59:11 Trabajando..., vas 17 minutos
2025-07-16 14:00:11 Trabajando..., vas 18 minutos
2025-07-16 14:01:11 Trabajando..., vas 19 minutos
2025-07-16 14:02:11 Trabajando..., vas 20 minutos
2025-07-16 14:03:11 Trabajando..., vas 21 minutos
2025-07-16 14:04:11 Trabajando..., vas 22 minutos
2025-07-16 14:05:11 Trabajando..., vas 23 minutos
2025-07-16 14:06:11 Trabajando..., vas 24 minutos
2025-07-16 14:07:11 ¡Hora de descansar!, vas 0 minutos
2025-07-16 14:08:11 ¡Hora de descansar!, vas 1 minutos
2025-07-16 14:09:11 ¡Hora de descansar!, vas 2 minutos
2025-07-16 14:10:11 ¡Hora de descansar!, vas 3 minutos
2025-07-16 14:11:11 ¡Hora de descansar!, vas 4 minutos
2025-07-16 14:12:11 Trabajando..., vas 0 minutos
2025-07-16 14:13:11 Trabajando..., vas 1 minutos
2025-07-16 14:14:11 Trabajando..., vas 2 minutos
2025-07-16 14:15:11 Trabajando..., vas 3 minutos
2025-07-16 14:16:12 Trabajando..., vas 4 minutos
2025-07-16 14:17:12 Trabajando..., vas 5 minutos
2025-07-16 14:18:12 Trabajando..., vas 6 minutos
2025-07-16 14:19:12 Trabajando..., vas 7 minutos
2025-07-16 14:20:12 Trabajando..., vas 8 minutos
2025-07-16 14:21:12 Trabajando..., vas 9 minutos
2025-07-16 14:22:12 Trabajando..., vas 10 minutos
2025-07-16 14:23:12 Trabajando..., vas 11 minutos
2025-07-16 14:24:12 Trabajando..., vas 12 minutos
2025-07-16 14:25:12 Trabajando..., vas 13 minutos
2025-07-16 14:26:12 Trabajando..., vas 14 minutos
2025-07-16 14:27:12 Trabajando..., vas 15 minutos
2025-07-16 14:28:12 Trabajando..., vas 16 minutos
2025-07-16 14:29:12 Trabajando..., vas 17 minutos
2025-07-16 14:30:12 Trabajando..., vas 18 minutos
2025-07-16 14:31:12 Trabajando..., vas 19 minutos
2025-07-16 14:32:12 Trabajando..., vas 20 minutos
2025-07-16 14:33:12 Trabajando..., vas 21 minutos
2025-07-16 14:34:12 Trabajando..., vas 22 minutos
2025-07-16 14:35:12 Trabajando..., vas 23 minutos
2025-07-16 14:36:12 Trabajando..., vas 24 minutos
2025-07-16 14:37:12 ¡Hora de descansar!, vas 0 minutos
2025-07-16 14:38:12 ¡Hora de descansar!, vas 1 minutos
2025-07-16 14:39:12 ¡Hora de descansar!, vas 2 minutos
2025-07-16 14:40:12 ¡Hora de descansar!, vas 3 minutos
2025-07-16 14:41:12 ¡Hora de descansar!, vas 4 minutos
2025-07-16 14:42:12 Trabajando..., vas 0 minutos
2025-07-16 14:43:12 Trabajando..., vas 1 minutos
2025-07-16 14:44:12 Trabajando..., vas 2 minutos
2025-07-16 14:45:12 Trabajando..., vas 3 minutos
2025-07-16 14:46:12 Trabajando..., vas 4 minutos
2025-07-16 14:47:12 Trabajando..., vas 5 minutos
2025-07-16 14:48:12 Trabajando..., vas 6 minutos
2025-07-16 14:49:12 Trabajando..., vas 7 minutos
2025-07-16 14:50:12 Trabajando..., vas 8 minutos
2025-07-16 14:51:12 Trabajando..., vas 9 minutos
2025-07-16 14:52:12 Trabajando..., vas 10 minutos
2025-07-16 14:53:12 Trabajando..., vas 11 minutos
2025-07-16 14:54:12 Trabajando..., vas 12 minutos
2025-07-16 14:55:12 Trabajando..., vas 13 minutos
2025-07-16 14:56:12 Trabajando..., vas 14 minutos
2025-07-16 14:57:13 Trabajando..., vas 15 minutos
2025-07-16 14:58:13 Trabajando..., vas 16 minutos
2025-07-16 14:59:13 Trabajando..., vas 17 minutos
2025-07-16 15:00:13 Trabajando..., vas 18 minutos
2025-07-16 15:01:13 Trabajando..., vas 19 minutos
2025-07-16 15:02:13 Trabajando..., vas 20 minutos
2025-07-16 15:03:13 Trabajando..., vas 21 minutos
2025-07-16 15:04:13 Trabajando..., vas 22 minutos
2025-07-16 15:05:13 Trabajando..., vas 23 minutos
2025-07-16 15:06:13 Trabajando..., vas 24 minutos
2025-07-16 15:07:13 ¡Hora de descansar!, vas 0 minutos
2025-07-16 15:08:13 ¡Hora de descansar!, vas 1 minutos
2025-07-16 15:09:13 ¡Hora de descansar!, vas 2 minutos
2025-07-16 15:10:13 ¡Hora de descansar!, vas 3 minutos
2025-07-16 15:11:13 ¡Hora de descansar!, vas 4 minutos
2025-07-16 15:12:13 Trabajando..., vas 0 minutos
2025-07-16 15:13:13 Trabajando..., vas 1 minutos
2025-07-16 15:14:13 Trabajando..., vas 2 minutos
2025-07-16 15:15:13 Trabajando..., vas 3 minutos
2025-07-16 15:16:13 Trabajando..., vas 4 minutos
2025-07-16 15:17:13 Trabajando..., vas 5 minutos
2025-07-16 15:18:13 Trabajando..., vas 6 minutos
2025-07-16 15:19:13 Trabajando..., vas 7 minutos
2025-07-16 15:20:13 Trabajando..., vas 8 minutos
2025-07-16 15:21:13 Trabajando..., vas 9 minutos
2025-07-16 15:22:13 Trabajando..., vas 10 minutos
2025-07-16 15:23:13 Trabajando..., vas 11 minutos
2025-07-16 15:24:13 Trabajando..., vas 12 minutos
2025-07-16 15:25:13 Trabajando..., vas 13 minutos
2025-07-16 15:26:13 Trabajando..., vas 14 minutos
2025-07-16 15:27:13 Trabajando..., vas 15 minutos
2025-07-16 15:28:13 Trabajando..., vas 16 minutos
2025-07-16 15:29:13 Trabajando..., vas 17 minutos
2025-07-16 15:30:13 Trabajando..., vas 18 minutos
2025-07-16 15:31:13 Trabajando..., vas 19 minutos
2025-07-16 15:32:13 Trabajando..., vas 20 minutos
2025-07-16 15:33:13 Trabajando..., vas 21 minutos
2025-07-16 15:34:14 Trabajando..., vas 22 minutos
2025-07-16 15:35:14 Trabajando..., vas 23 minutos
2025-07-16 15:36:14 Trabajando..., vas 24 minutos
